ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA
10126,25,30,64,CONVERSE,9697,559,MNO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
10126,22,24.5,64,CONVERSE,9697,559,MNO,RR,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,0,
10124,22,24.5,64,CONVERSE,9622,559,MNO,RR,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,0,
10124,25,30,64,CONVERSE,9622,559,MNO,Y1,1,CALZADO,3,CABALLERO,42,BOTA,78,TENIS CASUAL URBANO,0,
10103,22,24.5,64,CONVERSE,7652,32,BCO,RR,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,0,
10103,25,30,64,CONVERSE,7652,32,BCO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
10117,22,24.5,64,CONVERSE,9166,628,NGO,RR,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,0,
10117,25,30,64,CONVERSE,9166,628,NGO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
18643,17,22.5,64,CONVERSE,J231,628,NGO,02,1,CALZADO,9,NIÑO,42,BOTA,78,TENIS CASUAL URBANO,0,
18645,17,22.5,64,CONVERSE,J253,32,BCO,02,1,CALZADO,9,NIÑO,42,BOTA,78,TENIS CASUAL URBANO,0,
10114,22,24.5,64,CONVERSE,9160,628,NGO,RR,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,,
10114,25,30,64,CONVERSE,9160,628,NGO,Y1,1,CALZADO,3,CABALLERO,42,BOTA,78,TENIS CASUAL URBANO,,
31338,10,16.5,64,CONVERSE,J237,559,MNO,AJ,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
23491,25,30.5,1546,DOBLE L,2000,628,NGO,RY,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1749,VAQUERA BOTA BIKER (1749)
29143,17,22.5,64,CONVERSE,J234,839,ROSA,02,1,CALZADO,8,NIÑA,42,BOTA,78,TENIS CASUAL URBANO,,
28392,22,27,64,CONVERSE,9007,839,ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
36003,17,22.5,64,CONVERSE,3J23,628,NGO,02,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
36007,17,22.5,64,CONVERSE,3J23,2534,MARINO,02,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
36012,10,16.5,64,CONVERSE,J232,825,ROJO,AJ,1,CALZADO,8,NIÑA,42,BOTA,78,TENIS CASUAL URBANO,,
44781,11,16,64,CONVERSE,234I,839,ROSA,AT,1,CALZADO,8,NIÑA,42,BOTA,78,TENIS CASUAL URBANO,,
44782,11,16,64,CONVERSE,231I,628,NGO,AT,1,CALZADO,9,NIÑO,42,BOTA,78,TENIS CASUAL URBANO,,
42760,22,24.5,64,CONVERSE,CROM,628,NGO,RR,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
42760,25,30,64,CONVERSE,CROM,628,NGO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
42551,14.5,17.5,1499,HUSH PUPPIES1,1288,4970,NEGRO,LR,1,CALZADO,9,NIÑO,42,BOTA,12,CASUAL,,
1560,25,32,230,MARCO DELLI,7011,628,NGO,RX,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1740,TRAB INDU BN AGUJETA SIN SEGUR (1740)
47981,48,48,966,VARIOS,2SPV,6044,SIN COLOR,98,8,GENERALES,33,CAFETERIA/COMEDOR,488,COMIDA,123,ALIMENTOS PREPARADOS,,
59826,22,27,870,FLEXI,8302,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750,FLEXI BASICO (750)
59828,22,27,870,FLEXI,5807,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,751,FLEXI SERVICIO (751)
57773,25,31.5,1740,PIRMA BRASIL,767,2884,NEGRO/PLATA,SP,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
57774,25,31.5,1740,PIRMA BRASIL,767,4997,BLANCO/NEGRO/ROJO,SP,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
10102,22,24.5,64,CONVERSE,7650,32,BCO,RR,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,0,
10102,25,30,64,CONVERSE,7650,32,BCO,Y1,1,CALZADO,3,CABALLERO,42,BOTA,78,TENIS CASUAL URBANO,0,
60173,18,21.5,1499,HUSH PUPPIES1,6691,4970,NEGRO,RP,1,CALZADO,9,NIÑO,42,BOTA,12,CASUAL,1688,CONFORT BN LATIGO (1688)
63526,22,33,3248,NIABBAL´S,PIEL,624,NATURAL,"SI, ZZ",1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0,
63528,1,1,3248,NIABBAL´S,ALON,501,GRIS,DL,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0,
68770,48,48,5587,USO GENERICO,P792,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,526,CAFE Y TE,112,BEBIDAS,,
68771,48,48,5587,USO GENERICO,P793,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,526,CAFE Y TE,112,BEBIDAS,,
68857,25,30.5,3002,GRABASA,1354,2179,BLANCO,RY,1,CALZADO,3,CABALLERO,51,CAMINAR,79,TENIS DEPORTIVO,0,
68229,12,16.5,529,PANAM,2355,382,CAFE,RH,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,
67246,22,25,529,PANAM,084,4970,NEGRO,RS,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1780,RUNNING RETRO (1780)
73905,25,31.5,1740,PIRMA BRASIL,867,3015,BLANCO/MARINO,SP,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
73906,22,24.5,1740,PIRMA BRASIL,468,3129,NEGRO/ROJO,RR,1,CALZADO,7,JUNIORS,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
73906,25,31.5,1740,PIRMA BRASIL,468,3129,NEGRO/ROJO,SP,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
82817,48,48,3455,GRAMMY1,XSJ5,2024,WHITE,98,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,,
72341,22,24.5,64,CONVERSE,9691,924,VINO,RR,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
72341,25,30,64,CONVERSE,9691,924,VINO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
72343,25,30,64,CONVERSE,M331,4970,NEGRO,Y1,1,CALZADO,3,CABALLERO,42,BOTA,78,TENIS CASUAL URBANO,,
72343,22,24.5,64,CONVERSE,M331,4970,NEGRO,RR,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,,
80302,48,48,3915,FENGDA,584W,2186,BLANCO/NEGRO,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
78387,25,30,3010,AFINO SPORT,8001,4970,NEGRO,Y1,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1731,SAND PLAYA BAÑO SUECO (1731)
89757,1,1,3493,EAST BEST1,170S,1696,BLACK,48,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
89758,1,1,3493,EAST BEST1,164S,1696,BLACK,48,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
89759,1,1,3493,EAST BEST1,1050,2024,WHITE,48,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
90560,48,48,3844,HOGAR GLOBAL,0131,5187,CRISTALINO,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
86050,25,32,1802,JONDA,23SS,6254,NEGRO GRASSO,RX,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1732,SERV BOTA CERRADO (1732)
84858,25,30,1575,CAMO,212S,4970,NEGRO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761,VESTIR CAS CHOCLO MOCASIN (1761)
77049,22,27,1508,CALYPSO,4201,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553,MOCASIN DRIVER (553)
77045,48,48,3690,YEPO,3006,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
78279,48,48,3815,MOVISTAR,CHIP,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,19,ARTICULO COMPLEMENTARIO,57,PROMOCIONALES,,
74392,22,27,1740,PIRMA BRASIL,867,2999,NEGRO/FIUSHA,SI,1,CALZADO,5,DAMA,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
72550,11,16,64,CONVERSE,J253,2179,BLANCO,AT,1,CALZADO,9,NIÑO,42,BOTA,78,TENIS CASUAL URBANO,,
72551,11,16,64,CONVERSE,7J25,2179,BLANCO,AT,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,,
72552,17,22.5,64,CONVERSE,J256,2179,BLANCO,02,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
89807,22,24.5,1277,VANS LATINO,3W00,2179,BLANCO,RR,1,CALZADO,7,JUNIORS,66,CHOCLO,78,TENIS CASUAL URBANO,0,
89807,25,31.5,1277,VANS LATINO,3W00,2179,BLANCO,SP,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
89810,25,32,1277,VANS LATINO,EW00,2179,BLANCO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
76949,43,43.5,3162,SABANAS UNIVERSAL,KS,1987,MULTICOLOR,92,4,HOME,17,DORMITORIO Y BAÑO,240,SABANA,25,DORMITORIO,1002,IMPRESAS (1002)
84908,25,32,4035,BESSERRO,800,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1758,VESTIR CAS BN CHELSEA (1758)
14339,25,30.5,953,GUASEQUI,500,628,NGO,RY,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1747,VAQUERA BN CHARRO (1747)
84434,43,43.5,4024,LAMEX,GRIT,825,ROJO,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
88848,43,43.5,3382,GIM,JP01,2179,BLANCO,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
92934,48,48,4288,PENINSOLAR,06,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,126,GORRO/BOINA,3,ACCESORIO INVERNAL,838,BOINA (838)
92935,48,48,4288,PENINSOLAR,1782,4970,NEGRO,98,2,ROPA,5,DAMA,45,BUFANDA,1,ACCESORIO,919,BUFANDA (919)
92937,48,48,4288,PENINSOLAR,1782,500,FIUSHA,98,2,ROPA,5,DAMA,45,BUFANDA,1,ACCESORIO,,
92938,48,48,4288,PENINSOLAR,1782,1559,MORADO,98,2,ROPA,5,DAMA,45,BUFANDA,1,ACCESORIO,919,BUFANDA (919)
92939,48,48,4288,PENINSOLAR,1782,382,CAFE,98,2,ROPA,5,DAMA,45,BUFANDA,1,ACCESORIO,919,BUFANDA (919)
92940,1,1,4288,PENINSOLAR,210L,4970,NEGRO,DL,2,ROPA,5,DAMA,128,GUANTES,1,ACCESORIO,,
92952,1,1,4288,PENINSOLAR,780,1559,MORADO,DL,2,ROPA,12,UNISEX,128,GUANTES,1,ACCESORIO,,
90887,43,43.5,4013,COPELSA,8590,5187,CRISTALINO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
90290,48,48,4203,CHAOZHOU ZHONGXIA,T318,6218,AMARILLO/BLANCO,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
91836,25,32,1740,PIRMA BRASIL,0615,5027,NEGRO/BLANCO,CI,1,CALZADO,3,CABALLERO,121,FUTBOL,79,TENIS DEPORTIVO,1797,FUTBOL SOCCER (1797)
91442,48,48,3677,KEN XIN DA,3000,2179,BLANCO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
91443,48,48,3677,KEN XIN DA,3000,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
92979,48,48,4287,ITALHOME,107,2179,BLANCO,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,,
90740,43,43.5,3128,ANFORA,ASKA,2179,BLANCO,92,4,HOME,15,COMEDOR Y COCINA,284,VAJILLA,16,COMEDOR,,
84013,48,48,4024,LAMEX,6042,501,GRIS,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
92993,48,48,4285,MEXICANA DE GORRAS,B010,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,3,CABALLERO,126,GORRO/BOINA,3,ACCESORIO INVERNAL,,
86518,25,32,3002,GRABASA,EBKA,3315,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
89019,22,27,870,FLEXI,8303,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750,FLEXI BASICO (750)
93007,43,43.5,4286,EVA ACCESORIOS,4032,4970,NEGRO,92,7,JOYERIA Y ACCESORIOS,5,DAMA,81,COORDINADO,3,ACCESORIO INVERNAL,,
89134,43,43.5,3113,TRAMONTINA,9084,19,AZUL,92,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
91285,43,43.5,4105,BORGONOVO,8789,5187,CRISTALINO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
91393,25,32,74,CHARLY,0131,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1793,BASQUETBOL (1793)
85209,21.5,26,72,CHABELO,815A,4970,NEGRO,SB,1,CALZADO,10,TEENS,66,CHOCLO,12,CASUAL,,
85288,25,32,1550,LIVIANOS,1417,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710,CONFORT CHOCLO AGUJETA (1710)
88190,43,43.5,2039,FOOD KEEPERS,4680,1559,MORADO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
90258,48,48,4185,GRANDARTS,95AB,1441,BEIGE/CAFE,98,4,HOME,19,GENERALES DEL HOGAR,92,DECORATIVOS DE TEMPORADA,23,DECORACION,,
104366,43,43.5,4343,VASCONIA,8917,19,AZUL,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
100745,48,48,4306,SHENZHEN AEROSPACE,SASC,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,222,PROTECCION DEL MOVIL,1,ACCESORIO,,
113191,48,48,4649,RMB INDUSTRIAL,816A,2179,BLANCO,98,4,HOME,19,GENERALES DEL HOGAR,108,ELECTRODOMESTICO PARA HOGAR,26,ELECTRODOMESTICO,,
113193,48,48,4649,RMB INDUSTRIAL,0103,4885,PLATA/NEGRO,98,4,HOME,19,GENERALES DEL HOGAR,458,TENDEDERO/GANCHO PARA ROPA,36,JARCERIA,,
115134,48,48,3455,GRAMMY1,3048,5538,PURPLE,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
113198,48,48,4649,RMB INDUSTRIAL,FA01,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,11,ALMACENAMIENTO DE ALIMENTOS,15,COCINA,,
113661,22,27,4469,WESSK,310,517,GRIS/ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1792,OUTDOOR (1792)
113140,48,48,4650,TELESHOP,2784,7864,RED/GREEN/BLUE/PINK,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
113143,48,48,4650,TELESHOP,2787,4806,RED/BLACK,98,4,HOME,15,COMEDOR Y COCINA,6,ACCESORIO/DECORACION PARA COCINA,15,COCINA,,
113057,1,1,4434,KATRINA COMPLEMENTOS,0078,382,CAFE,UT,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,855,ELASTICO (855)
114550,22,27,1740,PIRMA BRASIL,773,6783,BLANCO/OXFORD/FIUSHA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1784,CLASICO VULCANIZADO (1784)
114555,22,27,1740,PIRMA BRASIL,894,6413,GRIS/ROSA/BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1784,CLASICO VULCANIZADO (1784)
105928,25,32,364,VAZ-TAP,7304,385,CAFE CLARO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1725,SAND CASUAL CANGREJERA (1725)
100955,48,48,4105,BORGONOVO,8233,5187,CRISTALINO,98,4,HOME,15,COMEDOR Y COCINA,417,UTENSILIO DE SERVICIO,16,COMEDOR,,
113581,48,48,4287,ITALHOME,APRI,825,ROJO,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
110374,48,48,4593,B&F GLOBAL,T10M,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,125,GORRA,1,ACCESORIO,,
113453,1,4,3569,TOWEL,TURY,1987,MULTICOLOR,C8,4,HOME,17,DORMITORIO Y BAÑO,273,TOALLA,7,BAÑO,1053,TOALLA MEDIO BAÑO (1053)
114062,22,27,4475,TENIS JALISCO,PORT,7230,GRIS/OXFORD,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1786,INYECTADO CLASICO (1786)
101309,43,43.5,4408,LI YUAN,Q490,1987,MULTICOLOR,92,4,HOME,19,GENERALES DEL HOGAR,92,DECORATIVOS DE TEMPORADA,23,DECORACION,,
105306,48,48,3815,MOVISTAR,3770,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,187,MOVISTAR,14,CELULAR,,
114717,43,43.5,4651,E-SUCCESS,2457,2186,BLANCO/NEGRO,92,4,HOME,15,COMEDOR Y COCINA,284,VAJILLA,16,COMEDOR,1061,VIDRIO OPALINA (1061)
114720,43,43.5,4648,ZHEJIANG NEW VISION,HW55,2024,WHITE,92,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
114721,48,48,4648,ZHEJIANG NEW VISION,HW52,2024,WHITE,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
114722,48,48,4648,ZHEJIANG NEW VISION,W077,7919,WHITE/BLACK/PINK/PURPLE,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
114723,48,48,4648,ZHEJIANG NEW VISION,C261,3396,GREEN,98,4,HOME,15,COMEDOR Y COCINA,11,ALMACENAMIENTO DE ALIMENTOS,15,COCINA,,
114724,48,48,4648,ZHEJIANG NEW VISION,T035,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
113199,48,48,4649,RMB INDUSTRIAL,0140,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
113202,48,48,4647,POTTER INDUSTRIES,79PC,5668,BLACK & WHITE,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,,
113205,48,48,4647,POTTER INDUSTRIES,33M2,2179,BLANCO,98,4,HOME,19,GENERALES DEL HOGAR,458,TENDEDERO/GANCHO PARA ROPA,36,JARCERIA,1050,TENDEDERO (1050)
110379,48,48,4594,OVALTEX,DITA,1987,MULTICOLOR,98,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,988,CUADRADO (988)
114282,48,48,4288,PENINSOLAR,602,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,12,UNISEX,380,PARAGUAS,1,ACCESORIO,,
110289,48,48,4250,SANTUL,6401,1987,MULTICOLOR,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,976,CAJAS (976)
110291,48,48,4343,VASCONIA,3911,619,NARANJA,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
110292,48,48,4343,VASCONIA,3881,1559,MORADO,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
110299,48,48,4458,PRIVILEG TECHNOLOGY,0281,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,235,ACC VARIOS,1,ACCESORIO,,
110712,25,32,4402,GIOVANI PER SEMPRE,810,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
110508,1,1,4334,FLEX WALK,T190,19,AZUL,DL,1,CALZADO,5,DAMA,3,ACCESORIO DE CALZADO,1,ACCESORIO,0,
112065,25,32,1260,SHOOX SANTINI,1410,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
105289,48,48,3815,MOVISTAR,TPRO,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,187,MOVISTAR,14,CELULAR,,
107895,48,48,3498,DELTECH 1,X4,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
105466,48,48,4288,PENINSOLAR,6131,501,GRIS,98,2,ROPA,5,DAMA,45,BUFANDA,1,ACCESORIO,,
110301,48,48,4306,SHENZHEN AEROSPACE,H02,1559,MORADO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
110302,48,48,3498,DELTECH 1,T009,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
110303,48,48,3498,DELTECH 1,M3,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
108353,48,48,3815,MOVISTAR,FIJA,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,19,ARTICULO COMPLEMENTARIO,57,PROMOCIONALES,,
108356,48,48,3815,MOVISTAR,RSIM,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,19,ARTICULO COMPLEMENTARIO,57,PROMOCIONALES,,
110587,25,32,4031,VANDANA,311,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710,CONFORT CHOCLO AGUJETA (1710)
110655,25,32,1543,ROMANO,7045,2020,VERDE OLIVO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,33,HIKER,1723,HIKER CHOCLO AGUJETA (1723)
111041,25,32,4598,RODRI-SAN,035,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1763,VESTIR CAS CHOCLO MONK (1763)
106173,48,48,4512,ARFAT,RGEL,4009,TRANSPARENTE,98,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0,
110052,48,48,3246,CIXI CHANGHE,5059,825,ROJO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,126,GORRO/BOINA,3,ACCESORIO INVERNAL,838,BOINA (838)
110276,48,48,3834,BELMONT,B001,1987,MULTICOLOR,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,,
110278,43,43.5,184,JOY,7502,4009,TRANSPARENTE,92,4,HOME,15,COMEDOR Y COCINA,11,ALMACENAMIENTO DE ALIMENTOS,15,COCINA,,
110281,48,48,184,JOY,0504,4009,TRANSPARENTE,98,4,HOME,15,COMEDOR Y COCINA,6,ACCESORIO/DECORACION PARA COCINA,15,COCINA,,
105419,48,48,4510,SAN REMO,0357,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,11,ALMACENAMIENTO DE ALIMENTOS,15,COCINA,,
107556,48,48,3815,MOVISTAR,PAGO,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,19,ARTICULO COMPLEMENTARIO,57,PROMOCIONALES,,
108052,48,48,2750,T-FAL,0082,4970,NEGRO,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
110703,25,32,1359,MISSION,H835,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1759,VESTIR CAS CHOCLO AGUJETA (1759)
115995,48,48,3455,GRAMMY1,C002,4426,GREY,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
122116,48,48,4649,RMB INDUSTRIAL,BFD6,1987,MULTICOLOR,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,976,CAJAS (976)
123492,48,48,4458,PRIVILEG TECHNOLOGY,BA11,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
113314,43,43.5,4646,YU FENG HARDWARE,8094,7824,CROMO/BLANCO,92,4,HOME,17,DORMITORIO Y BAÑO,4,ACCESORIO PARA BAÑO,7,BAÑO,,
113322,48,48,4646,YU FENG HARDWARE,0317,7825,SILVER/CHROME,98,4,HOME,17,DORMITORIO Y BAÑO,4,ACCESORIO PARA BAÑO,7,BAÑO,1054,TOALLERO (1054)
113324,48,48,4646,YU FENG HARDWARE,0319,2179,BLANCO,98,4,HOME,15,COMEDOR Y COCINA,6,ACCESORIO/DECORACION PARA COCINA,15,COCINA,977,CARGA GARRAFONES (977)
123493,48,48,4458,PRIVILEG TECHNOLOGY,CH11,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
120013,48,48,4288,PENINSOLAR,0703,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,61,CARTERA/MONEDERO,1,ACCESORIO,893,MONEDERO SILICON (893)
