ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA,Total
829513,21.0,28.0,4686,NEW YORK GROUP,2732,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),125.0
829508,21.0,28.0,4686,NEW YORK GROUP,2432,19,AZUL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),412.0
829512,21.0,28.0,4686,NEW YORK GROUP,2731,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),194.0
829511,21.0,28.0,4686,NEW YORK GROUP,SYS6,5084,ROSA/NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,218.0,SAND KIT PISO VARIOS (218),84.0
829515,21.0,28.0,4686,NEW YORK GROUP,SYS5,801,ORO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),264.0
829514,21.0,28.0,4686,NEW YORK GROUP,YS28,619,NARANJA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),135.0
829522,21.0,28.0,4686,NEW YORK GROUP,732B,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),371.0
829518,8.0,25.0,4686,NEW YORK GROUP,SY3B,2999,NEGRO/FIUSHA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,,,135.0
829519,8.0,25.0,4686,NEW YORK GROUP,SY4B,29,AZUL/ROSA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,,,114.0
828573,21.0,28.0,5429,YAKO,3024,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,81,VAQUERO,181.0,VAQUERO (181),1073.0
828580,21.0,28.0,1042,MILAGROS,7938,8045,JAGUAR,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1680.0,TEXANO TACON ALTO (1680),2241.0
828588,21.0,28.0,1042,MILAGROS,8022,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1666.0,BN TACON ALTO (1666),1178.0
828589,21.0,28.0,1042,MILAGROS,2010,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,418.0,BC PISO (418),3200.0
828915,21.0,28.0,3426,PRETTY,1770,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1774.0,BC PLAT C/TACON MEDIO ANCHO (1774),3084.0
828914,21.0,28.0,3426,PRETTY,1761,2534,MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1774.0,BC PLAT C/TACON MEDIO ANCHO (1774),2995.0
829585,21.0,28.0,5622,ANLI FOOTWEAR,1327,801,ORO,U5,1,CALZADO,5,DAMA,244,SANDALIA,50,OCASIONES ESPECIALES,36.0,SAND OC ESP MEDIA PLAT DELG (36),86.0
829414,21.0,28.0,7756,MISS SOPHIA,3011,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),85.0
829416,21.0,28.0,7756,MISS SOPHIA,3012,22987,SNAKE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),58.0
829411,21.0,28.0,7756,MISS SOPHIA,1532,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1838.0,SAND CONFORT PLAT BOTIN (1838),189.0
829413,21.0,28.0,7756,MISS SOPHIA,1532,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1838.0,SAND CONFORT PLAT BOTIN (1838),150.0
829412,21.0,28.0,7756,MISS SOPHIA,3017,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),209.0
829415,21.0,28.0,7756,MISS SOPHIA,Y111,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),156.0
829465,21.0,28.0,7751,KOW LOON,6108,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1983.0,SAND CONFORT CUÑA PESCADOR (1983),480.0
829471,21.0,28.0,7751,KOW LOON,9503,2876,NEGRO/ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1078.0,SAND KIT CONFORT (1078),232.0
829454,21.0,28.0,7751,KOW LOON,K118,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1840.0,SAND CONFORT PLAT PULSERA (1840),141.0
829456,21.0,28.0,7751,KOW LOON,K118,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1840.0,SAND CONFORT PLAT PULSERA (1840),163.0
829449,21.0,28.0,7751,KOW LOON,K115,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1842.0,SAND CONFORT PLAT TRABA T (1842),328.0
829480,21.0,28.0,5624,KINGSTEP,5053,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),60.0
829483,21.0,28.0,5624,KINGSTEP,1173,1473,TAUPE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,210.0,SAND PISO HORCAPOLLO (210),221.0
829487,21.0,28.0,5624,KINGSTEP,3281,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,279.0,SAND PISO PREMOLDEADA CORCHO (279),419.0
829488,21.0,28.0,5624,KINGSTEP,5051,23079,ROSA/LADRILLO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,248.0,SAND KIT PISO CRUZADO (248),135.0
829481,21.0,28.0,5624,KINGSTEP,5054,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,261.0,SAND PISO CRUZADO (261),110.0
829486,21.0,28.0,5624,KINGSTEP,1042,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,279.0,SAND PISO PREMOLDEADA CORCHO (279),215.0
829482,21.0,28.0,5624,KINGSTEP,5054,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,261.0,SAND PISO CRUZADO (261),116.0
829479,21.0,28.0,5624,KINGSTEP,5052,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),98.0
181708,18.0,23.0,1397,COLOSO,8039,4970,NEGRO,HX,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,2814.0
828879,21.0,28.0,3083,EPIDEMIA,5501,457,CHOCOLATE,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),6766.0
828484,21.0,28.0,4991,JOSHUA,5581,2534,MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1800.0,URBANO (1800),208.0
828490,21.0,28.0,4991,JOSHUA,8111,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1800.0,URBANO (1800),320.0
828377,21.0,28.0,1,ABIGAIL,379,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1682.0,BXL TACON ALTO (1682),646.0
828381,21.0,28.0,2743,STEFANA,1815,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1671.0,B 3/4 CUÑA (1671),1916.0
828380,21.0,28.0,2743,STEFANA,1815,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1671.0,B 3/4 CUÑA (1671),4559.0
828408,8.0,25.0,31,BLASITO,8I61,1368,CAMEL,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,597.0
828407,8.0,25.0,31,BLASITO,8I61,1368,CAMEL,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,572.0
828709,8.0,25.0,4814,LADY CORVET,1503,7423,NEGRO/MAQUILLAJE,YD,1,CALZADO,8,NIÑA,42,BOTA,133,URBANO,,,1569.0
828714,8.0,25.0,4430,ROVAL,017V,3168,CARNE,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1882.0
828712,8.0,25.0,31,BLASITO,9I72,1368,CAMEL,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,773.0
828710,8.0,25.0,4814,LADY CORVET,1312,3967,ROSA/CAMEL,YD,1,CALZADO,8,NIÑA,42,BOTA,133,URBANO,,,2524.0
828313,20.0,27.0,4820,NEGRO TOTAL,323,23033,MIEL/AZUL,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),629.0
828314,24.0,32.0,4820,NEGRO TOTAL,7005,26,AZUL/MIEL,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),2035.0
829387,21.0,28.0,5332,JIEBU,A509,501,GRIS,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),1210.0
829386,21.0,28.0,5332,JIEBU,349A,839,ROSA,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),360.0
829388,21.0,28.0,5332,JIEBU,496B,839,ROSA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,552.0,MOCASIN (552),405.0
828593,21.0,28.0,5359,LYKOS,8830,5748,NEGRO/CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1801.0,KIT BOTA TACON MEDIO (1801),8815.0
828594,21.0,28.0,5359,LYKOS,8828,5084,ROSA/NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1801.0,KIT BOTA TACON MEDIO (1801),5455.0
829539,21.0,28.0,5349,PRETTY SHOES,5103,500,FIUSHA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),862.0
829538,21.0,28.0,5349,PRETTY SHOES,5101,568,MENTA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),581.0
829559,21.0,28.0,5349,PRETTY SHOES,2067,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),157.0
829576,21.0,28.0,5349,PRETTY SHOES,5323,3855,NUDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,284.0,SAND PLAYA BAÑO PVC1 (284),559.0
829574,21.0,28.0,5349,PRETTY SHOES,5323,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,284.0,SAND PLAYA BAÑO PVC1 (284),414.0
829557,21.0,28.0,5349,PRETTY SHOES,2067,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),191.0
829573,21.0,28.0,5349,PRETTY SHOES,0A27,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),132.0
829569,21.0,28.0,5349,PRETTY SHOES,4746,7377,LEOPARDO/NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,259.0,SAND KIT PISO SUECO (259),122.0
829543,21.0,28.0,5349,PRETTY SHOES,3315,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,276.0,SAND PLAT MEDIO PULSERA (276),79.0
829545,21.0,28.0,5332,JIEBU,LSK2,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),138.0
829552,21.0,28.0,5332,JIEBU,LSK1,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,211.0,SAND PISO SUECO (211),291.0
829549,21.0,28.0,5332,JIEBU,LSK3,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),132.0
829546,21.0,28.0,5332,JIEBU,LSK2,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),141.0
828704,21.0,28.0,4814,LADY CORVET,703,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1800.0,URBANO (1800),2183.0
828702,21.0,28.0,4814,LADY CORVET,1416,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1800.0,URBANO (1800),2513.0
828787,8.0,25.0,1363,TROPICANA N,4021,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,4041.0
828882,21.0,28.0,3083,EPIDEMIA,5501,2534,MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),4463.0
828884,21.0,28.0,395,PIETRO ALESSANDRO,1718,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),1149.0
828877,21.0,28.0,4797,CAPRIURAL,3907,848,SHEDRON,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1662.0,BC TACON BAJO (1662),1881.0
828601,21.0,28.0,3055,LADIES D´VALERIA,956,861,TABACO,U5,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),1597.0
829578,21.0,28.0,5349,PRETTY SHOES,5811,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,279.0,SAND PISO PREMOLDEADA CORCHO (279),158.0
829540,21.0,28.0,5349,PRETTY SHOES,A150,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,210.0,SAND PISO HORCAPOLLO (210),346.0
829541,21.0,28.0,5349,PRETTY SHOES,A150,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,210.0,SAND PISO HORCAPOLLO (210),206.0
829556,21.0,28.0,5349,PRETTY SHOES,3311,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,296.0,SAND PLAT MEDIO SUECO (296),121.0
829575,21.0,28.0,5349,PRETTY SHOES,8514,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),227.0
829444,21.0,28.0,5623,ARTMAX,A052,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,2004.0,SAND SUELA CORR BAJO PULSERA (2004),141.0
829443,21.0,28.0,5623,ARTMAX,8132,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),235.0
829698,21.0,28.0,5623,ARTMAX,AM79,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1994.0,SAND SUELA URBANA CONTACTEL (1994),259.0
829663,21.0,28.0,5257,ONLEAD,1017,501,GRIS,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),181.0
829664,21.0,28.0,5257,ONLEAD,5086,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,241.0,SAND PLAYA BAÑO PREMOLDEADA (241),490.0
829671,21.0,28.0,5257,ONLEAD,528,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,202.0,SAND PLAYA BAÑO DETALLES (202),372.0
829678,8.0,25.0,5257,ONLEAD,6109,2534,MARINO,YE,1,CALZADO,9,NIÑO,244,SANDALIA,54,PLAYA/BAÑO,,,149.0
829677,8.0,25.0,5257,ONLEAD,054D,2562,VERDE,YE,1,CALZADO,9,NIÑO,244,SANDALIA,54,PLAYA/BAÑO,,,361.0
829555,21.0,28.0,4944,STUDIO 56,326D,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),74.0
829554,21.0,28.0,4944,STUDIO 56,821D,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1994.0,SAND SUELA URBANA CONTACTEL (1994),136.0
829565,21.0,28.0,4944,STUDIO 56,959B,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,276.0,SAND PLAT MEDIO PULSERA (276),120.0
829560,21.0,28.0,4944,STUDIO 56,323D,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),295.0
829562,21.0,28.0,4944,STUDIO 56,325D,501,GRIS,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),250.0
829564,21.0,28.0,4944,STUDIO 56,822D,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),357.0
829561,21.0,28.0,4944,STUDIO 56,323D,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),271.0
829566,21.0,28.0,4944,STUDIO 56,822D,2562,VERDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),317.0
829570,21.0,28.0,4944,STUDIO 56,821D,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1994.0,SAND SUELA URBANA CONTACTEL (1994),139.0
829571,21.0,28.0,4944,STUDIO 56,51A1,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),642.0
829568,21.0,28.0,4944,STUDIO 56,51A1,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),252.0
828694,21.0,28.0,230,MARCO DELLI,1450,5226,COGNAC,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1667.0,BN/BC TACON BAJO (1667),1368.0
828693,21.0,28.0,230,MARCO DELLI,1450,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1667.0,BN/BC TACON BAJO (1667),1348.0
829577,21.0,28.0,5349,PRETTY SHOES,85A7,2021,AMARILLO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),682.0
829579,21.0,28.0,5349,PRETTY SHOES,98A2,924,VINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),81.0
829572,21.0,28.0,5349,PRETTY SHOES,4605,5084,ROSA/NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,259.0,SAND KIT PISO SUECO (259),16.0
829544,21.0,28.0,5349,PRETTY SHOES,3315,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,276.0,SAND PLAT MEDIO PULSERA (276),82.0
829542,21.0,28.0,5349,PRETTY SHOES,3314,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,276.0,SAND PLAT MEDIO PULSERA (276),87.0
829670,21.0,28.0,5257,ONLEAD,527,19,AZUL,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,202.0,SAND PLAYA BAÑO DETALLES (202),67.0
829674,8.0,25.0,5257,ONLEAD,9046,839,ROSA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,54,PLAYA/BAÑO,,,346.0
829676,8.0,25.0,5257,ONLEAD,5147,839,ROSA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,54,PLAYA/BAÑO,,,923.0
829669,21.0,28.0,5257,ONLEAD,527,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,202.0,SAND PLAYA BAÑO DETALLES (202),157.0
829672,21.0,28.0,5257,ONLEAD,529,1515,CORAL,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,202.0,SAND PLAYA BAÑO DETALLES (202),164.0
829675,8.0,25.0,5257,ONLEAD,5106,810,PLATA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,54,PLAYA/BAÑO,,,298.0
829673,8.0,25.0,5257,ONLEAD,2103,2534,MARINO,YE,1,CALZADO,9,NIÑO,244,SANDALIA,54,PLAYA/BAÑO,,,497.0
829563,21.0,28.0,4944,STUDIO 56,324D,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),253.0
829558,21.0,28.0,4944,STUDIO 56,821D,366,BEIGE,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1994.0,SAND SUELA URBANA CONTACTEL (1994),128.0
829567,21.0,28.0,4944,STUDIO 56,813D,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),214.0
828524,21.0,28.0,4715,ANTINO,9860,624,NATURAL,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,473.0,BC TEXANO TACON ALTO (473),255.0
829336,22.0,27.0,1391,DAMAS,C01M,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1072.0,SAND CUÑA BAJO TALON C/PULS (1072),3168.0
829337,22.0,27.0,1391,DAMAS,C01M,2021,AMARILLO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1072.0,SAND CUÑA BAJO TALON C/PULS (1072),2832.0
828273,21.0,28.0,322,SEDUCTA,9082,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),3817.0
828272,21.0,28.0,322,SEDUCTA,9082,571,MIEL,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),3271.0
828793,8.0,25.0,1363,TROPICANA N,4024,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,4084.0
828799,8.0,25.0,1363,TROPICANA N,5077,3303,MAUVE,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1707.0
828791,8.0,25.0,1363,TROPICANA N,4026,3303,MAUVE,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,2153.0
828790,8.0,25.0,1363,TROPICANA N,4018,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,2875.0
828373,21.0,28.0,4867,INSPIRACION,2001,10208,NEGRO/LEOPARDO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,714.0,KIT BOTA TEXANO (714),921.0
828716,8.0,25.0,5226,DELIN KIDS,4545,3050,ROSA/CHOCOLATE,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,2775.0
829381,21.0,28.0,5622,ANLI FOOTWEAR,4007,1311,LEOPARDO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,513.0,TENIS URBANO CERRADO CAJA (513),290.0
829382,21.0,28.0,5623,ARTMAX,1497,839,ROSA,U5,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,8.0,BALLERINA REDONDA (8),270.0
829384,21.0,28.0,5623,ARTMAX,1497,4970,NEGRO,U5,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,8.0,BALLERINA REDONDA (8),748.0
829383,21.0,28.0,5623,ARTMAX,1497,1368,CAMEL,U5,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,8.0,BALLERINA REDONDA (8),352.0
828402,21.0,28.0,3529,DASH,8621,10132,RATO,U5,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1663.0,BN/BC TACON MEDIO DELG FORRADO (1663),3896.0
828510,21.0,28.0,3923,MAEDAN,9061,2534,MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,453.0,BN HIKER PISO (453),2934.0
829448,21.0,28.0,5625,CALIDA,1508,3237,ORO/ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,206.0,SAND CUÑA BAJO HORCAPOLLO (206),167.0
829445,21.0,28.0,5625,CALIDA,6665,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,207.0,SAND CUÑA BAJO TRABA T (207),273.0
829446,21.0,28.0,5625,CALIDA,189A,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,207.0,SAND CUÑA BAJO TRABA T (207),214.0
829450,21.0,28.0,5625,CALIDA,7730,1473,TAUPE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,207.0,SAND CUÑA BAJO TRABA T (207),127.0
829447,21.0,28.0,5625,CALIDA,189A,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,207.0,SAND CUÑA BAJO TRABA T (207),287.0
829451,21.0,28.0,5625,CALIDA,9786,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),219.0
829088,21.0,28.0,5358,NUV WALK,2601,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,665.0,BN/BC CUÑA (665),4375.0
829701,21.0,28.0,7751,KOW LOON,9086,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1994.0,SAND SUELA URBANA CONTACTEL (1994),321.0
829699,21.0,28.0,7751,KOW LOON,9085,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),174.0
828899,21.0,28.0,3055,LADIES D´VALERIA,756,10586,TIZON,U5,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),2724.0
828900,8.0,25.0,280,PAYIN,1511,501,GRIS,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,117.0
828465,21.0,28.0,4797,CAPRIURAL,451,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,453.0,BN HIKER PISO (453),2016.0
828458,21.0,28.0,985,TAGUESI,5233,2534,MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),4275.0
828481,21.0,28.0,266,NOMADAS,2000,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,132,MOTO,1668.0,BN TACON MEDIO (1668),6454.0
829014,21.0,28.0,985,TAGUESI,4815,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1673.0,MILITAR TACON BAJO (1673),5179.0
