ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA,Total
828485,21.0,28.0,4991,JOSHUA,5581,1473,TAUPE,U5,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1800.0,URBANO (1800),169.0
828935,8.0,25.0,2743,STEFANA,122,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1616.0
829497,21.0,28.0,7757,SAINT YATT,6713,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,284.0,SAND PLAYA BAÑO PVC1 (284),112.0
829499,21.0,28.0,7757,SAINT YATT,7023,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),375.0
829500,21.0,28.0,7759,BERALLE,3472,568,MENTA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),455.0
829496,21.0,28.0,7757,SAINT YATT,2011,10085,ORO ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,284.0,SAND PLAYA BAÑO PVC1 (284),253.0
829501,21.0,28.0,7759,BERALLE,3472,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),429.0
829502,21.0,28.0,7759,BERALLE,6651,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),112.0
829498,21.0,28.0,7757,SAINT YATT,6716,3855,NUDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,284.0,SAND PLAYA BAÑO PVC1 (284),209.0
829504,21.0,28.0,7759,BERALLE,9786,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),209.0
829503,21.0,28.0,7759,BERALLE,9393,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1836.0,SAND CONFORT PISO SUECO (1836),136.0
828320,21.0,28.0,4413,CALZADO PRINCIPESSA,4101,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1660.0,BL TACON MEDIO DELGADO (1660),2751.0
828518,21.0,28.0,322,SEDUCTA,5017,571,MIEL,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1665.0,BN/BC PISO (1665),494.0
828517,21.0,28.0,322,SEDUCTA,5024,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1665.0,BN/BC PISO (1665),781.0
828889,8.0,25.0,1400,CACHORROS,3560,11042,NUTRIA,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,64.0
828888,8.0,25.0,4238,GUANY,0102,839,ROSA,YD,1,CALZADO,8,NIÑA,42,BOTA,128,UGG,,,779.0
828890,8.0,25.0,1400,CACHORROS,7350,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1554.0
828891,8.0,25.0,1400,CACHORROS,3502,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1745.0
828895,8.0,25.0,636,TENTACION,782,876,TAN,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,1174.0
829594,21.0,28.0,5622,ANLI FOOTWEAR,KT04,10242,ORO ROSA/PLATA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,259.0,SAND KIT PISO SUECO (259),113.0
829595,21.0,28.0,5622,ANLI FOOTWEAR,KT05,8191,NEGRO/CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,259.0,SAND KIT PISO SUECO (259),107.0
828813,8.0,25.0,4281,TRENCITAS,0118,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,1214.0
828816,8.0,25.0,4281,TRENCITAS,5952,15,ARENA,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,530.0
828812,8.0,25.0,4281,TRENCITAS,1944,7740,BLANCO/PLOMO,YD,1,CALZADO,8,NIÑA,42,BOTA,78,TENIS CASUAL URBANO,,,746.0
828815,8.0,25.0,4281,TRENCITAS,5938,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,2413.0
828814,8.0,25.0,4281,TRENCITAS,5990,5226,COGNAC,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,1748.0
829653,21.0,28.0,5257,ONLEAD,5190,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,242.0,SAND PANTUFLA (242),93.0
829657,21.0,28.0,5257,ONLEAD,6195,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),90.0
829665,21.0,28.0,5257,ONLEAD,5142,810,PLATA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,241.0,SAND PLAYA BAÑO PREMOLDEADA (241),523.0
829654,21.0,28.0,5257,ONLEAD,Y003,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),175.0
829658,21.0,28.0,5257,ONLEAD,6195,19,AZUL,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),208.0
829662,21.0,28.0,5257,ONLEAD,5420,839,ROSA,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),621.0
829660,21.0,28.0,5257,ONLEAD,90A,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),135.0
829656,21.0,28.0,5257,ONLEAD,6195,2562,VERDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),159.0
829666,21.0,28.0,5257,ONLEAD,9141,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,241.0,SAND PLAYA BAÑO PREMOLDEADA (241),990.0
829655,21.0,28.0,5257,ONLEAD,6195,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),167.0
829667,21.0,28.0,5257,ONLEAD,2106,500,FIUSHA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,241.0,SAND PLAYA BAÑO PREMOLDEADA (241),696.0
829659,21.0,28.0,5257,ONLEAD,6146,501,GRIS,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),168.0
829668,21.0,28.0,5257,ONLEAD,2002,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),180.0
829661,21.0,28.0,5257,ONLEAD,90A,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,269.0,SAND PLAYA BAÑO EVA (269),95.0
828418,21.0,28.0,985,TAGUESI,5215,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),6531.0
828421,21.0,28.0,985,TAGUESI,702,10110,OCASO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1670.0,TEXANO TACON BAJO (1670),565.0
828417,21.0,28.0,985,TAGUESI,5215,785,OCRE,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),2551.0
828420,21.0,28.0,985,TAGUESI,5233,1239,MILITAR,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),4289.0
828428,21.0,28.0,1430,BATTAGLIA MIA,6412,560,MARRON,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1663.0,BN/BC TACON MEDIO DELG FORRADO (1663),1986.0
828412,21.0,28.0,1430,BATTAGLIA MIA,2701,366,BEIGE,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,453.0,BN HIKER PISO (453),465.0
829649,8.0,25.0,7771,MEI BANG,1617,839,ROSA,YD,1,CALZADO,8,NIÑA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),322.0
829647,21.0,28.0,7771,MEI BANG,1715,501,GRIS,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),79.0
829646,21.0,28.0,7771,MEI BANG,1715,4970,NEGRO,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),108.0
828559,8.0,25.0,4079,GISELLE,902,11240,NEGRO/FRAPE,YD,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,,,2517.0
829700,21.0,28.0,7751,KOW LOON,9087,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,133,URBANO,1995.0,SAND SUELA URBANA PULSERA (1995),246.0
829460,21.0,28.0,7751,KOW LOON,6612,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1829.0,SAND CONFORT CUÑA DESTALONADO (1829),270.0
829461,21.0,28.0,7751,KOW LOON,5901,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1831.0,SAND CONFORT CUÑA SUECO (1831),381.0
829463,21.0,28.0,7751,KOW LOON,6613,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1830.0,SAND CONFORT CUÑA PULSERA (1830),105.0
829478,21.0,28.0,7751,KOW LOON,7001,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,2004.0,SAND SUELA CORR BAJO PULSERA (2004),412.0
829470,21.0,28.0,7751,KOW LOON,9502,4890,BEIGE/NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1078.0,SAND KIT CONFORT (1078),501.0
829466,21.0,28.0,7751,KOW LOON,6614,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1982.0,SAND CONFORT CUÑA PATA D GALLO (1982),349.0
829468,21.0,28.0,7751,KOW LOON,0003,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),150.0
829462,21.0,28.0,7751,KOW LOON,6518,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1835.0,SAND CONFORT PISO PULSERA (1835),115.0
829459,21.0,28.0,7751,KOW LOON,0002,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),99.0
829452,21.0,28.0,7751,KOW LOON,K115,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1842.0,SAND CONFORT PLAT TRABA T (1842),315.0
829467,21.0,28.0,7751,KOW LOON,8016,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),196.0
829464,21.0,28.0,7751,KOW LOON,6518,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1835.0,SAND CONFORT PISO PULSERA (1835),201.0
828492,8.0,25.0,529,PANAM,1315,839,ROSA,YD,1,CALZADO,8,NIÑA,42,BOTA,78,TENIS CASUAL URBANO,,,923.0
829648,21.0,28.0,7771,MEI BANG,1701,535,LILA,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),226.0
829650,8.0,25.0,7771,MEI BANG,1711,839,ROSA,YD,1,CALZADO,8,NIÑA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),398.0
828460,21.0,28.0,4797,CAPRIURAL,3901,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,452.0,BC HIKER PISO (452),3040.0
829406,21.0,28.0,7758,YQ5,0M05,366,BEIGE,U5,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,8.0,BALLERINA REDONDA (8),63.0
829407,21.0,28.0,7758,YQ5,0M10,366,BEIGE,U5,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,8.0,BALLERINA REDONDA (8),80.0
828626,21.0,28.0,1754,ADIXION,135,23053,NEGRO/MADERA,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,711.0,KIT BOTA PLATAFORMA (711),4008.0
828447,21.0,28.0,1796,JENNY,436,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,431.0,BL CUÑA (431),2075.0
828445,21.0,28.0,1796,JENNY,414,467,COGÑAC,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,431.0,BL CUÑA (431),1958.0
829457,21.0,28.0,5625,CALIDA,1482,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,210.0,SAND PISO HORCAPOLLO (210),263.0
829455,21.0,28.0,5625,CALIDA,830A,801,ORO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,256.0,SAND PISO TRABA T (256),648.0
828763,8.0,25.0,5616,MY PRINCESS,1813,1311,LEOPARDO,YD,1,CALZADO,8,NIÑA,42,BOTA,83,VESTIR,,,1331.0
828467,21.0,28.0,363,VATULELE,5924,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1675.0,BXL TACON BAJO (1675),2760.0
828784,21.0,28.0,4660,MODEL´S,1033,23072,NUTRIA/NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,714.0,KIT BOTA TEXANO (714),741.0
829015,8.0,25.0,5173,DADDY,1020,785,OCRE,YD,1,CALZADO,8,NIÑA,42,BOTA,128,UGG,,,1616.0
829395,21.0,28.0,5624,KINGSTEP,0123,2179,BLANCO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),152.0
829396,21.0,28.0,5658,LELE,M4,1311,LEOPARDO,U5,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,,,177.0
829473,21.0,28.0,7751,KOW LOON,6811,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,2007.0,SAND SUELA CORR BAJO HORCAPOLL (2007),172.0
829472,21.0,28.0,7751,KOW LOON,9504,11339,COGÑAC/BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1078.0,SAND KIT CONFORT (1078),350.0
829469,21.0,28.0,7751,KOW LOON,9501,4101,MARINO/ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1078.0,SAND KIT CONFORT (1078),470.0
829477,21.0,28.0,7751,KOW LOON,7002,10085,ORO ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,2004.0,SAND SUELA CORR BAJO PULSERA (2004),260.0
829458,21.0,28.0,7751,KOW LOON,6612,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1829.0,SAND CONFORT CUÑA DESTALONADO (1829),284.0
829521,22.0,27.0,5632,SIRENA,8810,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1842.0,SAND CONFORT PLAT TRABA T (1842),4057.0
829520,22.0,27.0,5632,SIRENA,8810,839,ROSA,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1842.0,SAND CONFORT PLAT TRABA T (1842),3428.0
829532,21.0,28.0,7755,ZUMEI,29E5,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,245.0,SAND PISO PREMOLDEADA FULLPLAS (245),80.0
829537,21.0,28.0,7755,ZUMEI,8639,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),298.0
829535,21.0,28.0,7755,ZUMEI,977G,10085,ORO ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),471.0
829536,21.0,28.0,7755,ZUMEI,6S10,3187,TORNASOL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1073.0,SAND PLAT BAJO SUECO (1073),547.0
829533,21.0,28.0,7755,ZUMEI,8384,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),46.0
829534,21.0,28.0,7755,ZUMEI,8635,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226.0,SAND PLAYA BAÑO PATA DE GALLO (226),144.0
828513,21.0,28.0,907,PISA MODA,728,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,665.0,BN/BC CUÑA (665),732.0
829453,21.0,28.0,5625,CALIDA,9786,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),280.0
829602,22.0,27.0,7751,KOW LOON,9592,382,CAFE,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1837.0,SAND CONFORT PISO TRABA T (1837),5656.0
829603,22.0,27.0,7751,KOW LOON,9592,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1837.0,SAND CONFORT PISO TRABA T (1837),4077.0
829604,22.0,27.0,7751,KOW LOON,8016,839,ROSA,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),2488.0
828397,21.0,28.0,3869,MARSHELINE,713,5274,ARMY,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,453.0,BN HIKER PISO (453),2739.0
828647,8.0,25.0,22,BAMBINO,9442,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,33,HIKER,,,1347.0
828652,8.0,25.0,22,BAMBINO,9422,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,733.0
828648,8.0,25.0,22,BAMBINO,9442,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,33,HIKER,,,1598.0
828650,8.0,25.0,22,BAMBINO,3459,10698,NUTTY,YD,1,CALZADO,8,NIÑA,42,BOTA,33,HIKER,,,1510.0
828646,21.0,28.0,3960,ZIA,0172,11042,NUTRIA,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1664.0,BL TACON ALTO ANCHO (1664),957.0
828657,21.0,28.0,3529,DASH,8621,924,VINO,U5,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1663.0,BN/BC TACON MEDIO DELG FORRADO (1663),1788.0
828663,21.0,28.0,3540,KIUT 100%,3560,550,MADERA,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1682.0,BXL TACON ALTO (1682),688.0
828665,8.0,25.0,72,CHABELO,31AA,876,TAN,YD,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,,,945.0
828671,21.0,28.0,4112,VIA VICTORIA,5095,5226,COGNAC,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,420.0,BC SUELA CORRIDA (420),761.0
828674,21.0,28.0,4112,VIA VICTORIA,712,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1668.0,BN TACON MEDIO (1668),952.0
828672,21.0,28.0,4112,VIA VICTORIA,5095,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,412.0,BC CUÑA (412),913.0
828670,21.0,28.0,4112,VIA VICTORIA,9090,5226,COGNAC,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,450.0,BN/BC ENTRESUELA (450),778.0
828786,8.0,25.0,5250,PREMIERE SAETTA,9022,839,ROSA,YD,1,CALZADO,8,NIÑA,42,BOTA,133,URBANO,,,1878.0
828637,8.0,25.0,985,TAGUESI,3201,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,131,MILITAR,,,654.0
828639,8.0,25.0,985,TAGUESI,3301,4970,NEGRO,YD,1,CALZADO,8,NIÑA,42,BOTA,133,URBANO,,,158.0
828219,21.0,28.0,322,SEDUCTA,9071,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1666.0,BN TACON ALTO (1666),3278.0
828217,21.0,28.0,322,SEDUCTA,9081,571,MIEL,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1775.0,BL PLAT C/TACON ALTO ANCHO (1775),2007.0
828555,21.0,28.0,1430,BATTAGLIA MIA,6414,3115,FERRERO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1663.0,BN/BC TACON MEDIO DELG FORRADO (1663),1933.0
828687,21.0,28.0,1042,MILAGROS,7938,5782,CUARZO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1680.0,TEXANO TACON ALTO (1680),2894.0
829019,8.0,25.0,3529,DASH,8052,382,CAFE,YD,1,CALZADO,8,NIÑA,42,BOTA,131,MILITAR,,,145.0
829369,21.0,28.0,4985,BANU,HD19,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),266.0
829370,21.0,28.0,4985,BANU,9297,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,718.0,SAND CUÑA BAJO PULSERA (718),87.0
829373,21.0,28.0,4985,BANU,9L85,10085,ORO ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),257.0
829371,21.0,28.0,4985,BANU,7152,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),275.0
829376,21.0,28.0,4985,BANU,L209,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),214.0
829377,21.0,28.0,4985,BANU,9299,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,718.0,SAND CUÑA BAJO PULSERA (718),59.0
829379,21.0,28.0,4985,BANU,7152,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),258.0
829378,21.0,28.0,4985,BANU,5357,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),212.0
829380,21.0,28.0,4985,BANU,48G2,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1836.0,SAND CONFORT PISO SUECO (1836),305.0
829374,21.0,28.0,4985,BANU,9298,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1986.0,SAND CUÑA BAJO SUECO (1986),142.0
829375,21.0,28.0,4985,BANU,5357,1473,TAUPE,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,11.0,SAND CONFORT SUELA CORRIDA (11),204.0
829372,21.0,28.0,4985,BANU,L209,3855,NUDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,247.0,SAND PISO PULSERA (247),235.0
829409,21.0,28.0,7756,MISS SOPHIA,QH1,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,261.0,SAND PISO CRUZADO (261),89.0
828300,21.0,28.0,51,CARLO ROSSETTI,8716,1733,CUOIO,U5,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),2327.0
828296,21.0,28.0,51,CARLO ROSSETTI,8975,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1664.0,BL TACON ALTO ANCHO (1664),1120.0
829505,21.0,28.0,4686,NEW YORK GROUP,7212,501,GRIS,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,296.0,SAND PLAT MEDIO SUECO (296),150.0
829417,21.0,28.0,5632,SIRENA,C04A,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1983.0,SAND CONFORT CUÑA PESCADOR (1983),996.0
829423,21.0,28.0,5632,SIRENA,111,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1984.0,SAND CONFORT PISO CONTACTEL (1984),247.0
829418,21.0,28.0,5632,SIRENA,5210,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1840.0,SAND CONFORT PLAT PULSERA (1840),170.0
829422,21.0,28.0,5632,SIRENA,1725,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1842.0,SAND CONFORT PLAT TRABA T (1842),77.0
829426,21.0,28.0,5632,SIRENA,098B,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1887.0,SAND CONFORT PISO CRUZADO (1887),300.0
829430,21.0,28.0,5632,SIRENA,3252,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1830.0,SAND CONFORT CUÑA PULSERA (1830),267.0
829429,21.0,28.0,5632,SIRENA,MC03,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1838.0,SAND CONFORT PLAT BOTIN (1838),469.0
829431,21.0,28.0,5632,SIRENA,8311,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1834.0,SAND CONFORT PISO BOTIN (1834),367.0
829425,21.0,28.0,5632,SIRENA,098A,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1887.0,SAND CONFORT PISO CRUZADO (1887),183.0
829424,21.0,28.0,5632,SIRENA,111,825,ROJO,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1984.0,SAND CONFORT PISO CONTACTEL (1984),284.0
829419,21.0,28.0,5632,SIRENA,5107,3855,NUDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814.0,SAND SUELA CORR PREMOLDEADA (1814),125.0
829427,21.0,28.0,5632,SIRENA,3253,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1832.0,SAND CONFORT CUÑA TRABA T (1832),335.0
829432,21.0,28.0,5632,SIRENA,5103,382,CAFE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,279.0,SAND PISO PREMOLDEADA CORCHO (279),215.0
829439,21.0,28.0,5632,SIRENA,R002,9204,BLANCO/CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,218.0,SAND KIT PISO VARIOS (218),37.0
829436,21.0,28.0,5632,SIRENA,5108,3855,NUDE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,279.0,SAND PISO PREMOLDEADA CORCHO (279),337.0
